Analyzed file:	C:\Users\Medivh\Desktop\mega3.mp4
Frame ¹	945 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	946 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	947 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	948 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	949 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	950 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	951 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	952 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	953 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	954 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	955 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	956 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	957 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	958 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	959 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	960 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	961 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	962 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	963 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	964 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	965 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	966 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	967 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	968 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	969 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	970 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	971 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	972 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	973 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	974 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	975 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	976 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	977 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	978 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	979 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	980 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	981 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	982 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	983 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	984 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	985 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	986 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	987 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	988 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	989 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	990 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	991 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	992 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	993 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	994 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	995 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	996 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	997 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	998 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	999 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1000 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1001 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1002 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1003 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1004 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1005 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1006 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1007 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1008 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1009 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1010 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1011 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1012 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1013 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1014 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1015 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1016 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1017 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1018 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1019 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1020 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1021 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1022 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1023 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1024 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1025 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1026 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1027 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1028 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1029 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1030 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1031 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1032 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [76 x 151 from (158, -13)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [76 x 151 from (158, -13)]
Frame ¹	1033 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (157, -15)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (157, -15)]
Frame ¹	1034 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [77 x 153 from (157, -14)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [77 x 153 from (157, -14)]
Frame ¹	1035 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1036 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1037 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1038 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1039 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1040 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1041 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1042 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1043 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1044 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1045 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1046 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1047 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [150 x 300 from (492, -22)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [150 x 300 from (492, -22)]
Frame ¹	1048 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1049 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1050 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1051 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [115 x 230 from (368, -5)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [115 x 230 from (368, -5)]
Frame ¹	1052 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1053 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1054 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1055 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1056 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [95 x 190 from (134, -7)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [95 x 190 from (134, -7)]
Frame ¹	1057 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [95 x 190 from (134, -7)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [95 x 190 from (134, -7)]
Frame ¹	1058 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [95 x 190 from (132, -5)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [95 x 190 from (132, -5)]
Frame ¹	1059 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1060 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1061 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [99 x 199 from (124, 0)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [99 x 199 from (124, 0)]
Frame ¹	1062 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [109 x 219 from (177, -14)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [109 x 219 from (177, -14)]
Frame ¹	1063 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1064 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [99 x 199 from (124, 4)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [99 x 199 from (124, 4)]
Frame ¹	1065 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [99 x 199 from (124, 4)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [99 x 199 from (124, 4)]
Frame ¹	1066 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1067 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1068 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1069 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1070 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1071 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1072 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1073 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1074 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1075 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1076 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1077 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1078 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1079 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1080 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [85 x 169 from (129, 52)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [85 x 169 from (129, 52)]
Frame ¹	1081 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [79 x 157 from (133, 63)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [79 x 157 from (133, 63)]
Frame ¹	1082 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1083 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1084 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1085 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [111 x 223 from (411, 97)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [111 x 223 from (411, 97)]
Frame ¹	1086 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [101 x 202 from (113, 59)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [101 x 202 from (113, 59)]
Frame ¹	1087 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [98 x 197 from (118, 61)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [98 x 197 from (118, 61)]
Frame ¹	1088 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [98 x 196 from (118, 61)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [98 x 196 from (118, 61)]
Frame ¹	1089 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [100 x 199 from (114, 62)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [100 x 199 from (114, 62)]
Frame ¹	1090 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [100 x 201 from (115, 60)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [100 x 201 from (115, 60)]
Frame ¹	1091 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [67 x 134 from (224, 109)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [67 x 134 from (224, 109)]
Frame ¹	1092 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [98 x 197 from (116, 64)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (223, 107)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [98 x 197 from (116, 64)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (223, 107)]
Frame ¹	1093 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [98 x 197 from (116, 64)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (223, 106)]
+Object's ¹: 2
 Coordinate: [67 x 134 from (134, 106)]
				-----rejected------
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [98 x 197 from (116, 64)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (223, 106)]
Frame ¹	1094 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [115 x 230 from (406, 129)]
+Object's ¹: 1
 Coordinate: [66 x 133 from (134, 108)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [115 x 230 from (406, 129)]
+Object's ¹: 1
 Coordinate: [66 x 133 from (134, 108)]
Frame ¹	1095 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [102 x 204 from (113, 63)]
+Object's ¹: 1
 Coordinate: [101 x 202 from (277, -12)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [102 x 204 from (113, 63)]
+Object's ¹: 1
 Coordinate: [101 x 202 from (277, -12)]
Frame ¹	1096 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [101 x 203 from (113, 67)]
+Object's ¹: 1
 Coordinate: [101 x 202 from (277, -12)]
+Object's ¹: 2
 Coordinate: [67 x 134 from (134, 110)]
				-----rejected------
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [101 x 203 from (113, 67)]
+Object's ¹: 1
 Coordinate: [101 x 202 from (277, -12)]
Frame ¹	1097 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [102 x 203 from (113, 70)]
+Object's ¹: 1
 Coordinate: [101 x 202 from (277, -12)]
+Object's ¹: 2
 Coordinate: [67 x 134 from (134, 113)]
				-----rejected------
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [102 x 203 from (113, 70)]
+Object's ¹: 1
 Coordinate: [101 x 202 from (277, -12)]
Frame ¹	1098 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [115 x 230 from (406, 144)]
+Object's ¹: 1
 Coordinate: [96 x 192 from (280, -4)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [115 x 230 from (406, 144)]
+Object's ¹: 1
 Coordinate: [96 x 192 from (280, -4)]
Frame ¹	1099 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [96 x 192 from (280, -4)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [96 x 192 from (280, -4)]
Frame ¹	1100 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [123 x 245 from (398, 148)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [123 x 245 from (398, 148)]
Frame ¹	1101 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	1102 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [108 x 217 from (108, 77)]
+Object's ¹: 1
 Coordinate: [98 x 196 from (281, 0)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [108 x 217 from (108, 77)]
+Object's ¹: 1
 Coordinate: [98 x 196 from (281, 0)]
Frame ¹	1103 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [123 x 245 from (398, 163)]
+Object's ¹: 1
 Coordinate: [101 x 202 from (277, 0)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [123 x 245 from (398, 163)]
+Object's ¹: 1
 Coordinate: [101 x 202 from (277, 0)]
Frame ¹	1104 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [119 x 237 from (400, 168)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [119 x 237 from (400, 168)]
Frame ¹	1105 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [119 x 237 from (400, 168)]
+Object's ¹: 1
 Coordinate: [105 x 211 from (271, 5)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [119 x 237 from (400, 168)]
+Object's ¹: 1
 Coordinate: [105 x 211 from (271, 5)]
Frame ¹	1106 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [105 x 211 from (275, 7)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (132, 132)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [105 x 211 from (275, 7)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (132, 132)]
Frame ¹	1107 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [107 x 214 from (273, 6)]
+Object's ¹: 1
 Coordinate: [70 x 139 from (133, 135)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [107 x 214 from (273, 6)]
+Object's ¹: 1
 Coordinate: [70 x 139 from (133, 135)]
Frame ¹	1108 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [107 x 215 from (274, 8)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (133, 138)]
+Object's ¹: 2
 Coordinate: [83 x 166 from (4, -14)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [107 x 215 from (274, 8)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (133, 138)]
+Object's ¹: 2
 Coordinate: [83 x 166 from (4, -14)]
Frame ¹	1109 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [106 x 212 from (276, 13)]
+Object's ¹: 1
 Coordinate: [70 x 140 from (132, 138)]
+Object's ¹: 2
 Coordinate: [83 x 166 from (8, -13)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [106 x 212 from (276, 13)]
+Object's ¹: 1
 Coordinate: [70 x 140 from (132, 138)]
+Object's ¹: 2
 Coordinate: [83 x 166 from (8, -13)]
Frame ¹	1110 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [69 x 138 from (133, 140)]
+Object's ¹: 1
 Coordinate: [103 x 206 from (273, 16)]
+Object's ¹: 2
 Coordinate: [81 x 161 from (3, -10)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [69 x 138 from (133, 140)]
+Object's ¹: 1
 Coordinate: [103 x 206 from (273, 16)]
+Object's ¹: 2
 Coordinate: [81 x 161 from (3, -10)]
Frame ¹	1111 ----------------------
Object's on frame in detect:	5
+Object's ¹: 0
 Coordinate: [122 x 244 from (408, 194)]
+Object's ¹: 1
 Coordinate: [106 x 213 from (109, 96)]
+Object's ¹: 2
 Coordinate: [102 x 205 from (273, 18)]
+Object's ¹: 3
 Coordinate: [81 x 163 from (4, -11)]
+Object's ¹: 4
 Coordinate: [70 x 140 from (132, 138)]
				-----rejected------
Object's on frame in detect_filter:	4
+Object's ¹: 0
 Coordinate: [122 x 244 from (408, 194)]
+Object's ¹: 1
 Coordinate: [106 x 213 from (109, 96)]
+Object's ¹: 2
 Coordinate: [102 x 205 from (273, 18)]
+Object's ¹: 3
 Coordinate: [81 x 163 from (4, -11)]
Frame ¹	1112 ----------------------
Object's on frame in detect:	4
+Object's ¹: 0
 Coordinate: [106 x 212 from (108, 98)]
+Object's ¹: 1
 Coordinate: [102 x 204 from (276, 19)]
+Object's ¹: 2
 Coordinate: [82 x 164 from (4, -12)]
+Object's ¹: 3
 Coordinate: [71 x 141 from (132, 141)]
				-----rejected------
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [106 x 212 from (108, 98)]
+Object's ¹: 1
 Coordinate: [102 x 204 from (276, 19)]
+Object's ¹: 2
 Coordinate: [82 x 164 from (4, -12)]
Frame ¹	1113 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [84 x 167 from (123, 127)]
+Object's ¹: 1
 Coordinate: [104 x 209 from (274, 17)]
+Object's ¹: 2
 Coordinate: [83 x 165 from (4, -12)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [84 x 167 from (123, 127)]
+Object's ¹: 1
 Coordinate: [104 x 209 from (274, 17)]
+Object's ¹: 2
 Coordinate: [83 x 165 from (4, -12)]
Frame ¹	1114 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [119 x 237 from (100, 89)]
+Object's ¹: 1
 Coordinate: [102 x 206 from (277, 21)]
+Object's ¹: 2
 Coordinate: [81 x 161 from (6, -8)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [119 x 237 from (100, 89)]
+Object's ¹: 1
 Coordinate: [102 x 206 from (277, 21)]
+Object's ¹: 2
 Coordinate: [81 x 161 from (6, -8)]
Frame ¹	1115 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [113 x 226 from (103, 99)]
+Object's ¹: 1
 Coordinate: [103 x 207 from (273, 23)]
+Object's ¹: 2
 Coordinate: [81 x 162 from (6, -11)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [113 x 226 from (103, 99)]
+Object's ¹: 1
 Coordinate: [103 x 207 from (273, 23)]
+Object's ¹: 2
 Coordinate: [81 x 162 from (6, -11)]
Frame ¹	1116 ----------------------
Object's on frame in detect:	4
+Object's ¹: 0
 Coordinate: [113 x 227 from (101, 101)]
+Object's ¹: 1
 Coordinate: [127 x 253 from (404, 222)]
+Object's ¹: 2
 Coordinate: [102 x 205 from (272, 25)]
+Object's ¹: 3
 Coordinate: [81 x 162 from (7, -11)]
Object's on frame in detect_filter:	4
+Object's ¹: 0
 Coordinate: [113 x 227 from (101, 101)]
+Object's ¹: 1
 Coordinate: [127 x 253 from (404, 222)]
+Object's ¹: 2
 Coordinate: [102 x 205 from (272, 25)]
+Object's ¹: 3
 Coordinate: [81 x 162 from (7, -11)]
Frame ¹	1117 ----------------------
Object's on frame in detect:	4
+Object's ¹: 0
 Coordinate: [115 x 231 from (100, 99)]
+Object's ¹: 1
 Coordinate: [122 x 244 from (408, 225)]
+Object's ¹: 2
 Coordinate: [107 x 214 from (269, 26)]
+Object's ¹: 3
 Coordinate: [82 x 163 from (8, -12)]
Object's on frame in detect_filter:	4
+Object's ¹: 0
 Coordinate: [115 x 231 from (100, 99)]
+Object's ¹: 1
 Coordinate: [122 x 244 from (408, 225)]
+Object's ¹: 2
 Coordinate: [107 x 214 from (269, 26)]
+Object's ¹: 3
 Coordinate: [82 x 163 from (8, -12)]
Frame ¹	1118 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [115 x 230 from (100, 102)]
+Object's ¹: 1
 Coordinate: [107 x 214 from (273, 30)]
+Object's ¹: 2
 Coordinate: [81 x 161 from (10, -11)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [115 x 230 from (100, 102)]
+Object's ¹: 1
 Coordinate: [107 x 214 from (273, 30)]
+Object's ¹: 2
 Coordinate: [81 x 161 from (10, -11)]
Frame ¹	1119 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [118 x 236 from (96, 102)]
+Object's ¹: 1
 Coordinate: [110 x 221 from (269, 29)]
+Object's ¹: 2
 Coordinate: [79 x 158 from (13, -8)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [118 x 236 from (96, 102)]
+Object's ¹: 1
 Coordinate: [110 x 221 from (269, 29)]
+Object's ¹: 2
 Coordinate: [79 x 158 from (13, -8)]
Frame ¹	1120 ----------------------
