Analyzed file:	C:\Users\Medivh\Desktop\640na480MEGa.mp4
+Object's ¹: 0
 Coordinate: [152 x 304 from (516, 46)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [152 x 304 from (516, 46)]
Frame ¹	625 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [154 x 306 from (514, 42)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [154 x 306 from (514, 42)]
Frame ¹	626 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	627 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (562, 48)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (562, 48)]
Frame ¹	628 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [77 x 154 from (562, 50)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (488, 264)]
+Object's ¹: 2
 Coordinate: [74 x 148 from (580, 287)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [77 x 154 from (562, 50)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (488, 264)]
+Object's ¹: 2
 Coordinate: [74 x 148 from (580, 287)]
Frame ¹	629 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (562, 50)]
+Object's ¹: 1
 Coordinate: [73 x 146 from (580, 288)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (562, 50)]
+Object's ¹: 1
 Coordinate: [73 x 146 from (580, 288)]
Frame ¹	630 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (561, 48)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (561, 48)]
Frame ¹	631 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [82 x 164 from (561, 48)]
+Object's ¹: 1
 Coordinate: [82 x 163 from (41, 135)]
+Object's ¹: 2
 Coordinate: [90 x 180 from (473, 255)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [82 x 164 from (561, 48)]
+Object's ¹: 1
 Coordinate: [82 x 163 from (41, 135)]
+Object's ¹: 2
 Coordinate: [90 x 180 from (473, 255)]
Frame ¹	632 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [82 x 164 from (561, 48)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (473, 251)]
+Object's ¹: 2
 Coordinate: [74 x 148 from (44, 141)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [82 x 164 from (561, 48)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (473, 251)]
+Object's ¹: 2
 Coordinate: [74 x 148 from (44, 141)]
Frame ¹	633 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (558, 47)]
+Object's ¹: 1
 Coordinate: [85 x 170 from (37, 134)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (558, 47)]
+Object's ¹: 1
 Coordinate: [85 x 170 from (37, 134)]
Frame ¹	634 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [84 x 167 from (37, 140)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (561, 44)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [84 x 167 from (37, 140)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (561, 44)]
Frame ¹	635 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [81 x 162 from (560, 47)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (461, 244)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [81 x 162 from (560, 47)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (461, 244)]
Frame ¹	636 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (561, 44)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (561, 44)]
Frame ¹	637 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (561, 44)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (561, 44)]
Frame ¹	638 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [85 x 169 from (555, 42)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [85 x 169 from (555, 42)]
Frame ¹	639 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	640 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	641 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	642 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	643 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	644 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	645 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	646 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (562, 48)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (562, 48)]
Frame ¹	647 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (562, 48)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (562, 48)]
Frame ¹	648 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (563, 49)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (563, 49)]
Frame ¹	649 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	650 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	651 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	652 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [89 x 178 from (497, 214)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [89 x 178 from (497, 214)]
Frame ¹	653 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [89 x 177 from (491, 214)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [89 x 177 from (491, 214)]
Frame ¹	654 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [92 x 185 from (489, 207)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [92 x 185 from (489, 207)]
Frame ¹	655 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	656 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [95 x 189 from (484, 201)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [95 x 189 from (484, 201)]
Frame ¹	657 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [93 x 187 from (479, 201)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [93 x 187 from (479, 201)]
Frame ¹	658 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [91 x 182 from (479, 202)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [91 x 182 from (479, 202)]
Frame ¹	659 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (481, 200)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (481, 200)]
Frame ¹	660 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [109 x 219 from (506, 233)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (407, 182)]
+Object's ¹: 2
 Coordinate: [86 x 172 from (478, 197)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [109 x 219 from (506, 233)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (407, 182)]
+Object's ¹: 2
 Coordinate: [86 x 172 from (478, 197)]
Frame ¹	661 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [84 x 168 from (408, 182)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [84 x 168 from (408, 182)]
Frame ¹	662 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [77 x 154 from (409, 184)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [77 x 154 from (409, 184)]
Frame ¹	663 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (410, 185)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (410, 185)]
Frame ¹	664 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (408, 182)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (408, 182)]
Frame ¹	665 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	666 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (560, 148)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (560, 148)]
Frame ¹	667 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [90 x 181 from (557, 143)]
+Object's ¹: 1
 Coordinate: [95 x 189 from (461, 177)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [90 x 181 from (557, 143)]
+Object's ¹: 1
 Coordinate: [95 x 189 from (461, 177)]
Frame ¹	668 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [90 x 179 from (559, 144)]
+Object's ¹: 1
 Coordinate: [92 x 185 from (461, 178)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [90 x 179 from (559, 144)]
+Object's ¹: 1
 Coordinate: [92 x 185 from (461, 178)]
Frame ¹	669 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [90 x 180 from (558, 142)]
+Object's ¹: 1
 Coordinate: [92 x 184 from (461, 181)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [90 x 180 from (558, 142)]
+Object's ¹: 1
 Coordinate: [92 x 184 from (461, 181)]
Frame ¹	670 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [90 x 181 from (556, 140)]
+Object's ¹: 1
 Coordinate: [82 x 165 from (462, 189)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [90 x 181 from (556, 140)]
+Object's ¹: 1
 Coordinate: [82 x 165 from (462, 189)]
Frame ¹	671 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [88 x 175 from (557, 146)]
+Object's ¹: 1
 Coordinate: [80 x 161 from (459, 191)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [88 x 175 from (557, 146)]
+Object's ¹: 1
 Coordinate: [80 x 161 from (459, 191)]
Frame ¹	672 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [96 x 192 from (552, 130)]
+Object's ¹: 1
 Coordinate: [94 x 187 from (452, 166)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [96 x 192 from (552, 130)]
+Object's ¹: 1
 Coordinate: [94 x 187 from (452, 166)]
Frame ¹	673 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [93 x 185 from (553, 135)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (456, 169)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [93 x 185 from (553, 135)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (456, 169)]
Frame ¹	674 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [81 x 161 from (519, 63)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (557, 140)]
+Object's ¹: 2
 Coordinate: [87 x 173 from (457, 171)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [81 x 161 from (519, 63)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (557, 140)]
+Object's ¹: 2
 Coordinate: [87 x 173 from (457, 171)]
Frame ¹	675 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [88 x 175 from (454, 170)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [88 x 175 from (454, 170)]
Frame ¹	676 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (452, 170)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (452, 170)]
Frame ¹	677 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	678 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [84 x 168 from (454, 162)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [84 x 168 from (454, 162)]
Frame ¹	679 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [86 x 170 from (452, 161)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [86 x 170 from (452, 161)]
Frame ¹	680 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [86 x 170 from (452, 161)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [86 x 170 from (452, 161)]
Frame ¹	681 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [86 x 170 from (452, 161)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [86 x 170 from (452, 161)]
Frame ¹	682 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [90 x 179 from (447, 158)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [90 x 179 from (447, 158)]
Frame ¹	683 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [90 x 179 from (446, 158)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [90 x 179 from (446, 158)]
Frame ¹	684 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [90 x 180 from (446, 158)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [90 x 180 from (446, 158)]
Frame ¹	685 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [85 x 169 from (442, 151)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (391, 141)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [85 x 169 from (442, 151)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (391, 141)]
Frame ¹	686 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (442, 152)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (442, 152)]
Frame ¹	687 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [90 x 180 from (439, 146)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [90 x 180 from (439, 146)]
Frame ¹	688 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [92 x 185 from (438, 144)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [92 x 185 from (438, 144)]
Frame ¹	689 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [92 x 185 from (438, 144)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (385, 132)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [92 x 185 from (438, 144)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (385, 132)]
Frame ¹	690 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (437, 149)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (437, 149)]
Frame ¹	691 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (436, 142)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (384, 130)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (436, 142)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (384, 130)]
Frame ¹	692 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (438, 141)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (438, 141)]
Frame ¹	693 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (440, 142)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (383, 126)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (440, 142)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (383, 126)]
Frame ¹	694 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (436, 141)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (383, 126)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (436, 141)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (383, 126)]
Frame ¹	695 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [88 x 176 from (433, 137)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (382, 124)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [88 x 176 from (433, 137)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (382, 124)]
Frame ¹	696 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	697 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	698 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	699 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	700 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (432, 132)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (432, 132)]
Frame ¹	701 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [85 x 170 from (431, 130)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [85 x 170 from (431, 130)]
Frame ¹	702 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (434, 129)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (434, 129)]
Frame ¹	703 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (436, 129)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (436, 129)]
Frame ¹	704 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [90 x 180 from (431, 124)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [90 x 180 from (431, 124)]
Frame ¹	705 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	706 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	707 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	708 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (433, 118)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (433, 118)]
Frame ¹	709 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (437, 120)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (380, 101)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (437, 120)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (380, 101)]
Frame ¹	710 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (436, 118)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (380, 101)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (436, 118)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (380, 101)]
Frame ¹	711 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (437, 115)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (380, 101)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (437, 115)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (380, 101)]
Frame ¹	712 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (435, 112)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (435, 112)]
Frame ¹	713 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (436, 111)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (436, 111)]
Frame ¹	714 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [84 x 169 from (435, 109)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [84 x 169 from (435, 109)]
Frame ¹	715 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [85 x 170 from (436, 108)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [85 x 170 from (436, 108)]
Frame ¹	716 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [87 x 173 from (435, 106)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [87 x 173 from (435, 106)]
Frame ¹	717 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [87 x 173 from (436, 104)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [87 x 173 from (436, 104)]
Frame ¹	718 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (435, 103)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (375, 85)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (435, 103)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (375, 85)]
Frame ¹	719 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [84 x 167 from (437, 102)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [84 x 167 from (437, 102)]
Frame ¹	720 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (439, 102)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (439, 102)]
Frame ¹	721 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (439, 100)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (439, 100)]
Frame ¹	722 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (442, 102)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (442, 102)]
Frame ¹	723 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (440, 99)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (440, 99)]
Frame ¹	724 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [77 x 153 from (443, 99)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [77 x 153 from (443, 99)]
Frame ¹	725 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [77 x 154 from (443, 100)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [77 x 154 from (443, 100)]
Frame ¹	726 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (143, 286)]
+Object's ¹: 1
 Coordinate: [75 x 150 from (444, 98)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (143, 286)]
+Object's ¹: 1
 Coordinate: [75 x 150 from (444, 98)]
Frame ¹	727 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (143, 286)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (443, 97)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (143, 286)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (443, 97)]
Frame ¹	728 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (143, 286)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (184, 286)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (143, 286)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (184, 286)]
Frame ¹	729 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (141, 277)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (184, 281)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (141, 277)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (184, 281)]
Frame ¹	730 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [80 x 160 from (440, 90)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (139, 271)]
+Object's ¹: 2
 Coordinate: [86 x 172 from (182, 275)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [80 x 160 from (440, 90)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (139, 271)]
+Object's ¹: 2
 Coordinate: [86 x 172 from (182, 275)]
Frame ¹	731 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [81 x 161 from (442, 87)]
+Object's ¹: 1
 Coordinate: [90 x 179 from (138, 267)]
+Object's ¹: 2
 Coordinate: [88 x 175 from (181, 271)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [81 x 161 from (442, 87)]
+Object's ¹: 1
 Coordinate: [90 x 179 from (138, 267)]
+Object's ¹: 2
 Coordinate: [88 x 175 from (181, 271)]
Frame ¹	732 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [90 x 179 from (142, 261)]
+Object's ¹: 1
 Coordinate: [87 x 174 from (181, 268)]
+Object's ¹: 2
 Coordinate: [79 x 158 from (441, 86)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [90 x 179 from (142, 261)]
+Object's ¹: 1
 Coordinate: [87 x 174 from (181, 268)]
+Object's ¹: 2
 Coordinate: [79 x 158 from (441, 86)]
Frame ¹	733 ----------------------
Object's on frame in detect:	4
+Object's ¹: 0
 Coordinate: [92 x 184 from (180, 262)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (144, 260)]
+Object's ¹: 2
 Coordinate: [70 x 139 from (372, 64)]
+Object's ¹: 3
 Coordinate: [77 x 153 from (445, 86)]
Object's on frame in detect_filter:	4
+Object's ¹: 0
 Coordinate: [92 x 184 from (180, 262)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (144, 260)]
+Object's ¹: 2
 Coordinate: [70 x 139 from (372, 64)]
+Object's ¹: 3
 Coordinate: [77 x 153 from (445, 86)]
Frame ¹	734 ----------------------
Object's on frame in detect:	4
+Object's ¹: 0
 Coordinate: [93 x 186 from (183, 256)]
+Object's ¹: 1
 Coordinate: [83 x 166 from (144, 258)]
+Object's ¹: 2
