Analyzed file:	C:\Users\Medivh\Desktop\640na480MEGa.mp4
 Coordinate: [71 x 142 from (308, 101)]
Frame ¹	489 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [72 x 143 from (309, 96)]
Frame ¹	490 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [69 x 138 from (310, 94)]
Frame ¹	491 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [72 x 144 from (308, 91)]
Frame ¹	492 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [73 x 147 from (308, 90)]
Frame ¹	493 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [73 x 145 from (310, 86)]
Frame ¹	494 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (309, 82)]
Frame ¹	495 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (309, 82)]
Frame ¹	496 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [78 x 155 from (308, 79)]
Frame ¹	497 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (308, 77)]
Frame ¹	498 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (308, 74)]
Frame ¹	499 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (308, 72)]
Frame ¹	500 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (310, 70)]
Frame ¹	501 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (314, 70)]
Frame ¹	502 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [73 x 145 from (315, 67)]
Frame ¹	503 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [72 x 144 from (315, 65)]
+Object's ¹: 1
 Coordinate: [132 x 264 from (-24, 183)]
Frame ¹	504 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (317, 63)]
+Object's ¹: 1
 Coordinate: [131 x 261 from (-23, 185)]
Frame ¹	505 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (317, 63)]
+Object's ¹: 1
 Coordinate: [123 x 246 from (-15, 193)]
Frame ¹	506 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [70 x 140 from (317, 61)]
+Object's ¹: 1
 Coordinate: [123 x 246 from (-16, 192)]
Frame ¹	507 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (317, 60)]
+Object's ¹: 1
 Coordinate: [119 x 237 from (-15, 188)]
Frame ¹	508 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (317, 59)]
+Object's ¹: 1
 Coordinate: [119 x 237 from (-15, 187)]
Frame ¹	509 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (318, 56)]
+Object's ¹: 1
 Coordinate: [119 x 237 from (-15, 186)]
Frame ¹	510 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (319, 53)]
+Object's ¹: 1
 Coordinate: [119 x 237 from (-15, 185)]
Frame ¹	511 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (320, 50)]
+Object's ¹: 1
 Coordinate: [119 x 237 from (-15, 184)]
Frame ¹	512 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (321, 47)]
+Object's ¹: 1
 Coordinate: [119 x 237 from (-15, 183)]
Frame ¹	513 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (322, 44)]
+Object's ¹: 1
 Coordinate: [119 x 237 from (-15, 182)]
Frame ¹	514 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [69 x 138 from (326, 47)]
+Object's ¹: 1
 Coordinate: [119 x 237 from (-15, 181)]
Frame ¹	515 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [69 x 137 from (327, 46)]
+Object's ¹: 1
 Coordinate: [119 x 237 from (-15, 180)]
Frame ¹	516 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [69 x 139 from (326, 45)]
+Object's ¹: 1
 Coordinate: [119 x 237 from (-15, 179)]
Frame ¹	517 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [69 x 138 from (326, 43)]
+Object's ¹: 1
 Coordinate: [119 x 237 from (-15, 178)]
Frame ¹	518 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (326, 41)]
+Object's ¹: 1
 Coordinate: [119 x 237 from (-15, 177)]
Frame ¹	519 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (326, 41)]
+Object's ¹: 1
 Coordinate: [119 x 237 from (-15, 176)]
Frame ¹	520 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (327, 38)]
Frame ¹	521 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (328, 35)]
Frame ¹	522 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (329, 32)]
Frame ¹	523 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (330, 29)]
Frame ¹	524 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (331, 26)]
Frame ¹	525 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (332, 23)]
Frame ¹	526 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (333, 20)]
Frame ¹	527 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (334, 17)]
Frame ¹	528 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (335, 14)]
Frame ¹	529 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (336, 11)]
Frame ¹	530 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (337, 8)]
Frame ¹	531 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (338, 5)]
Frame ¹	532 ----------------------
Object's on frame in myPersons:	0
Frame ¹	533 ----------------------
Object's on frame in myPersons:	0
Frame ¹	534 ----------------------
Object's on frame in myPersons:	0
Frame ¹	535 ----------------------
Object's on frame in myPersons:	0
Frame ¹	536 ----------------------
Object's on frame in myPersons:	0
Frame ¹	537 ----------------------
Object's on frame in myPersons:	0
Frame ¹	538 ----------------------
Object's on frame in myPersons:	0
Frame ¹	539 ----------------------
Object's on frame in myPersons:	0
Frame ¹	540 ----------------------
Object's on frame in myPersons:	0
Frame ¹	541 ----------------------
Object's on frame in myPersons:	0
Frame ¹	542 ----------------------
Object's on frame in myPersons:	0
Frame ¹	543 ----------------------
Object's on frame in myPersons:	0
Frame ¹	544 ----------------------
Object's on frame in myPersons:	0
Frame ¹	545 ----------------------
Object's on frame in myPersons:	0
Frame ¹	546 ----------------------
Object's on frame in myPersons:	1
Frame ¹	547 ----------------------
Object's on frame in myPersons:	0
Frame ¹	548 ----------------------
Object's on frame in myPersons:	0
Frame ¹	549 ----------------------
Object's on frame in myPersons:	1
Frame ¹	550 ----------------------
Object's on frame in myPersons:	1
Frame ¹	551 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [97 x 193 from (561, 96)]
Frame ¹	552 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [96 x 192 from (562, 95)]
Frame ¹	553 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [106 x 212 from (551, 88)]
Frame ¹	554 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [96 x 192 from (559, 92)]
Frame ¹	555 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [90 x 180 from (563, 93)]
Frame ¹	556 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [89 x 178 from (563, 91)]
Frame ¹	557 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [83 x 165 from (564, 92)]
Frame ¹	558 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [87 x 173 from (560, 84)]
Frame ¹	559 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [87 x 174 from (561, 87)]
Frame ¹	560 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [85 x 170 from (560, 86)]
Frame ¹	561 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [87 x 173 from (559, 84)]
Frame ¹	562 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [84 x 168 from (559, 84)]
Frame ¹	563 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [81 x 161 from (561, 85)]
Frame ¹	564 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (560, 84)]
Frame ¹	565 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (559, 82)]
Frame ¹	566 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (559, 80)]
Frame ¹	567 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [81 x 161 from (561, 80)]
Frame ¹	568 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (556, 77)]
Frame ¹	569 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [83 x 167 from (558, 75)]
Frame ¹	570 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [90 x 181 from (550, 70)]
Frame ¹	571 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (551, 70)]
Frame ¹	572 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [92 x 183 from (548, 65)]
Frame ¹	573 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [90 x 179 from (545, 68)]
Frame ¹	574 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [90 x 179 from (545, 68)]
Frame ¹	575 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [90 x 181 from (550, 65)]
Frame ¹	576 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (551, 66)]
Frame ¹	577 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [89 x 178 from (546, 63)]
Frame ¹	578 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [89 x 177 from (539, 67)]
Frame ¹	579 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [92 x 184 from (539, 61)]
Frame ¹	580 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (544, 61)]
Frame ¹	581 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [87 x 174 from (543, 62)]
Frame ¹	582 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [91 x 183 from (541, 59)]
Frame ¹	583 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [93 x 185 from (538, 58)]
Frame ¹	584 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [88 x 175 from (534, 64)]
Frame ¹	585 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [87 x 175 from (534, 61)]
Frame ¹	586 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [74 x 146 from (551, 60)]
Frame ¹	587 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 143 from (548, 57)]
Frame ¹	588 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 143 from (548, 55)]
Frame ¹	589 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 143 from (548, 55)]
Frame ¹	590 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [72 x 145 from (548, 54)]
Frame ¹	591 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [72 x 144 from (549, 54)]
Frame ¹	592 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [72 x 144 from (548, 52)]
Frame ¹	593 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [72 x 144 from (547, 50)]
Frame ¹	594 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (543, 48)]
Frame ¹	595 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (543, 48)]
Frame ¹	596 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [73 x 145 from (544, 49)]
Frame ¹	597 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [74 x 149 from (542, 48)]
Frame ¹	598 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [72 x 143 from (542, 46)]
Frame ¹	599 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 142 from (543, 46)]
Frame ¹	600 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [69 x 138 from (546, 46)]
Frame ¹	601 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (546, 45)]
Frame ¹	602 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (545, 43)]
Frame ¹	603 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (544, 41)]
Frame ¹	604 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (543, 39)]
Frame ¹	605 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (542, 37)]
Frame ¹	606 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (541, 35)]
Frame ¹	607 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (540, 33)]
Frame ¹	608 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (539, 31)]
Frame ¹	609 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (538, 29)]
Frame ¹	610 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (537, 27)]
Frame ¹	611 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (536, 25)]
Frame ¹	612 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (535, 23)]
Frame ¹	613 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (534, 21)]
Frame ¹	614 ----------------------
Object's on frame in myPersons:	0
Frame ¹	615 ----------------------
Object's on frame in myPersons:	0
Frame ¹	616 ----------------------
Object's on frame in myPersons:	0
Frame ¹	617 ----------------------
Object's on frame in myPersons:	0
Frame ¹	618 ----------------------
Object's on frame in myPersons:	0
Frame ¹	619 ----------------------
Object's on frame in myPersons:	1
Frame ¹	620 ----------------------
Object's on frame in myPersons:	0
Frame ¹	621 ----------------------
Object's on frame in myPersons:	0
Frame ¹	622 ----------------------
Object's on frame in myPersons:	1
Frame ¹	623 ----------------------
Object's on frame in myPersons:	1
Frame ¹	624 ----------------------
Object's on frame in myPersons:	1
Frame ¹	625 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [154 x 306 from (514, 42)]
Frame ¹	626 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [154 x 306 from (514, 43)]
Frame ¹	627 ----------------------
Object's on frame in myPersons:	1
Frame ¹	628 ----------------------
Object's on frame in myPersons:	3
Frame ¹	629 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (562, 50)]
Frame ¹	630 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (561, 48)]
Frame ¹	631 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [82 x 164 from (561, 48)]
Frame ¹	632 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [82 x 164 from (561, 48)]
Frame ¹	633 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (558, 47)]
+Object's ¹: 1
 Coordinate: [85 x 170 from (37, 134)]
Frame ¹	634 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (561, 44)]
+Object's ¹: 1
 Coordinate: [84 x 167 from (37, 140)]
Frame ¹	635 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [81 x 162 from (560, 47)]
+Object's ¹: 1
 Coordinate: [84 x 167 from (36, 141)]
Frame ¹	636 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (561, 44)]
+Object's ¹: 1
 Coordinate: [84 x 167 from (35, 142)]
Frame ¹	637 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (561, 44)]
+Object's ¹: 1
 Coordinate: [84 x 167 from (34, 143)]
Frame ¹	638 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [85 x 169 from (555, 42)]
+Object's ¹: 1
 Coordinate: [84 x 167 from (33, 144)]
Frame ¹	639 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [85 x 169 from (555, 41)]
+Object's ¹: 1
 Coordinate: [84 x 167 from (32, 145)]
Frame ¹	640 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [85 x 169 from (555, 40)]
+Object's ¹: 1
 Coordinate: [84 x 167 from (31, 146)]
Frame ¹	641 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [85 x 169 from (555, 39)]
+Object's ¹: 1
 Coordinate: [84 x 167 from (30, 147)]
Frame ¹	642 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [85 x 169 from (555, 38)]
+Object's ¹: 1
 Coordinate: [84 x 167 from (29, 148)]
Frame ¹	643 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [85 x 169 from (555, 37)]
+Object's ¹: 1
 Coordinate: [84 x 167 from (28, 149)]
Frame ¹	644 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [85 x 169 from (555, 36)]
+Object's ¹: 1
 Coordinate: [84 x 167 from (27, 150)]
Frame ¹	645 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [85 x 169 from (555, 35)]
+Object's ¹: 1
 Coordinate: [84 x 167 from (26, 151)]
Frame ¹	646 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (562, 48)]
+Object's ¹: 1
 Coordinate: [84 x 167 from (25, 152)]
Frame ¹	647 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (562, 48)]
Frame ¹	648 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (563, 49)]
Frame ¹	649 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (563, 49)]
Frame ¹	650 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (563, 49)]
Frame ¹	651 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (563, 49)]
Frame ¹	652 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [79 x 158 from (563, 49)]
Frame ¹	653 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [79 x 158 from (563, 49)]
Frame ¹	654 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [79 x 158 from (563, 49)]
+Object's ¹: 1
 Coordinate: [92 x 185 from (489, 207)]
Frame ¹	655 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [79 x 158 from (563, 49)]
+Object's ¹: 1
 Coordinate: [92 x 185 from (486, 206)]
Frame ¹	656 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [79 x 158 from (563, 49)]
+Object's ¹: 1
 Coordinate: [95 x 189 from (484, 201)]
Frame ¹	657 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [79 x 158 from (563, 49)]
+Object's ¹: 1
 Coordinate: [93 x 187 from (479, 201)]
Frame ¹	658 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [79 x 158 from (563, 49)]
+Object's ¹: 1
 Coordinate: [91 x 182 from (479, 202)]
Frame ¹	659 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [79 x 158 from (563, 49)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (481, 200)]
Frame ¹	660 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [79 x 158 from (563, 49)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (478, 197)]
Frame ¹	661 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (475, 194)]
Frame ¹	662 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (472, 191)]
+Object's ¹: 1
 Coordinate: [77 x 154 from (409, 184)]
Frame ¹	663 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (469, 188)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (410, 185)]
Frame ¹	664 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (466, 185)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (408, 182)]
Frame ¹	665 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (463, 182)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (406, 178)]
Frame ¹	666 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [86 x 172 from (460, 179)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (404, 174)]
Frame ¹	667 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [95 x 189 from (461, 177)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (402, 170)]
Frame ¹	668 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [92 x 185 from (461, 178)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (400, 166)]
+Object's ¹: 2
 Coordinate: [90 x 179 from (559, 144)]
Frame ¹	669 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [92 x 184 from (461, 181)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (398, 162)]
+Object's ¹: 2
 Coordinate: [90 x 180 from (558, 142)]
Frame ¹	670 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [82 x 165 from (462, 189)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (396, 158)]
+Object's ¹: 2
 Coordinate: [90 x 181 from (556, 140)]
Frame ¹	671 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [80 x 161 from (459, 191)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (394, 154)]
+Object's ¹: 2
 Coordinate: [88 x 175 from (557, 146)]
Frame ¹	672 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [94 x 187 from (452, 166)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (392, 150)]
+Object's ¹: 2
 Coordinate: [96 x 192 from (552, 130)]
Frame ¹	673 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [90 x 180 from (456, 169)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (390, 146)]
+Object's ¹: 2
 Coordinate: [93 x 185 from (553, 135)]
Frame ¹	674 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [87 x 173 from (457, 171)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (388, 142)]
+Object's ¹: 2
 Coordinate: [89 x 178 from (557, 140)]
Frame ¹	675 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [88 x 175 from (454, 170)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (386, 138)]
+Object's ¹: 2
 Coordinate: [89 x 178 from (556, 138)]
Frame ¹	676 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [88 x 176 from (452, 170)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (384, 134)]
+Object's ¹: 2
 Coordinate: [89 x 178 from (555, 136)]
Frame ¹	677 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [88 x 176 from (450, 168)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (554, 134)]
Frame ¹	678 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (454, 162)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (553, 132)]
Frame ¹	679 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 170 from (452, 161)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (552, 130)]
Frame ¹	680 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 170 from (452, 161)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (551, 128)]
Frame ¹	681 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 170 from (452, 161)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (550, 126)]
Frame ¹	682 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [90 x 179 from (447, 158)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (549, 124)]
Frame ¹	683 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [90 x 179 from (446, 158)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (548, 122)]
Frame ¹	684 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [90 x 180 from (446, 158)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (547, 120)]
Frame ¹	685 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [85 x 169 from (442, 151)]
+Object's ¹: 1
